Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Payment Method,Shipping Type,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Customer Segmentation,Seasonal Trends,Delivery Time,Number of Items Purchased
2183,42,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,Cash,Store Pickup,26,Venmo,Bi-Weekly,VIP,Summer preperation,5,1
2184,30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,PayPal,Store Pickup,2,Cash,Monthly,Loyal,Pre-fall shopping,11,7
2185,38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,PayPal,Free Shipping,16,PayPal,Every 3 Months,VIP,Christmas present,28,5
2186,40,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,Venmo,Express,50,Debit Card,Every 3 Months,VIP,Christmas present,9,6
2187,55,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,Bank Transfer,Next Day Air,6,PayPal,Every 3 Months,Loyal,Summer preperation,22,6
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,Venmo,Free Shipping,20,PayPal,Annually,New,Christmas present,16,4
2189,41,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,PayPal,Next Day Air,9,Credit Card,Weekly,Loyal,Back to school,25,7
2190,38,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,PayPal,Express,47,Credit Card,Bi-Weekly,Loyal,Back to school,7,6
2191,42,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,Debit Card,Express,33,Credit Card,Annually,New,Christmas present,15,8
2192,26,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,Venmo,Next Day Air,46,Cash,Bi-Weekly,Loyal,Christmas present,23,4
2193,41,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,Bank Transfer,Next Day Air,9,Credit Card,Monthly,VIP,Pre-fall shopping,20,8
2194,27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5.0,Bank Transfer,Express,8,PayPal,Monthly,VIP,Summer preperation,28,5
2195,61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,Debit Card,Standard,48,Bank Transfer,Quarterly,New,Back to school,19,3
2196,58,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,Credit Card,Next Day Air,2,Cash,Monthly,VIP,Summer preperation,17,9
2197,25,Male,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,Venmo,Next Day Air,31,PayPal,Weekly,New,Pre-fall shopping,16,7
2198,33,Male,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,PayPal,2-Day Shipping,40,Venmo,Monthly,Loyal,Back to school,9,6
2199,57,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,Cash,Free Shipping,35,Venmo,Monthly,New,Summer preperation,22,5
2200,39,Male,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,4.9,Bank Transfer,Store Pickup,40,Debit Card,Monthly,Loyal,Pre-fall shopping,26,3
2201,60,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,PayPal,Next Day Air,27,Debit Card,Every 3 Months,VIP,Christmas present,25,7
2202,39,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,Bank Transfer,2-Day Shipping,10,Venmo,Annually,New,Back to school,27,3
2203,42,Male,Dress,Clothing,36,Alabama,M,Red,Summer,4.3,PayPal,Next Day Air,23,Credit Card,Weekly,New,Christmas present,4,8
2204,53,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,Venmo,Free Shipping,32,Cash,Quarterly,VIP,Summer preperation,23,6
2205,20,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,Venmo,2-Day Shipping,6,Debit Card,Monthly,New,Christmas present,3,5
2206,46,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,PayPal,Express,27,PayPal,Weekly,Loyal,Pre-fall shopping,15,8
2207,46,Male,Sandals,Footwear,51,Illinois,L,Green,Spring,2.6,PayPal,Store Pickup,25,Bank Transfer,Fortnightly,Loyal,Pre-fall shopping,26,1
2208,69,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,Debit Card,Next Day Air,11,Credit Card,Annually,VIP,Christmas present,15,3
2209,28,Male,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,Debit Card,2-Day Shipping,23,PayPal,Monthly,VIP,Christmas present,6,4
2210,42,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,Credit Card,2-Day Shipping,44,Bank Transfer,Quarterly,Loyal,Summer preperation,28,9
2211,30,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,Venmo,Store Pickup,35,PayPal,Fortnightly,Loyal,Summer preperation,7,4
2212,50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,PayPal,Free Shipping,45,Debit Card,Every 3 Months,New,Pre-fall shopping,16,2
2213,59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,PayPal,Next Day Air,22,Bank Transfer,Quarterly,VIP,Back to school,30,3
2214,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,Credit Card,Express,18,Debit Card,Quarterly,Loyal,Summer preperation,26,3
2215,50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,Cash,Standard,20,Debit Card,Weekly,Loyal,Pre-fall shopping,24,1
2216,25,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,Debit Card,Express,28,Credit Card,Fortnightly,Loyal,Back to school,4,8
2217,41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4.0,Credit Card,Store Pickup,15,Venmo,Bi-Weekly,Loyal,Back to school,4,1
2218,35,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,Bank Transfer,Store Pickup,42,Bank Transfer,Fortnightly,Loyal,Back to school,21,9
2219,67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,Cash,Store Pickup,20,Debit Card,Quarterly,New,Summer preperation,26,7
2220,33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,PayPal,Store Pickup,16,Bank Transfer,Fortnightly,VIP,Back to school,16,3
2221,19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,Cash,Store Pickup,47,Cash,Annually,VIP,Christmas present,6,5
2222,25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,Debit Card,Free Shipping,34,Credit Card,Annually,New,Pre-fall shopping,6,7
2223,32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,PayPal,Store Pickup,30,Credit Card,Weekly,New,Back to school,29,8
2224,30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,Credit Card,Next Day Air,5,PayPal,Quarterly,Loyal,Pre-fall shopping,2,8
2225,18,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,Credit Card,Standard,38,Cash,Quarterly,Loyal,Pre-fall shopping,7,6
2226,38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,Credit Card,Free Shipping,18,Credit Card,Annually,VIP,Back to school,2,5
2227,22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,Credit Card,Store Pickup,28,Cash,Annually,Loyal,Pre-fall shopping,7,3
2228,40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,Venmo,Next Day Air,42,Credit Card,Fortnightly,Loyal,Christmas present,27,3
2229,54,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,Debit Card,Free Shipping,5,Credit Card,Weekly,VIP,Christmas present,23,3
2230,70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,Bank Transfer,Express,50,Venmo,Monthly,VIP,Summer preperation,16,2
2231,52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,Debit Card,Express,33,Venmo,Fortnightly,New,Pre-fall shopping,23,5
2232,34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,Cash,Store Pickup,1,Credit Card,Weekly,New,Pre-fall shopping,23,2
2233,65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,Bank Transfer,Store Pickup,14,Cash,Fortnightly,Loyal,Summer preperation,16,8
2234,38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,Credit Card,Express,48,Credit Card,Monthly,VIP,Christmas present,17,9
2235,35,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,Cash,Express,26,Cash,Weekly,VIP,Back to school,9,4
2236,40,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,Credit Card,2-Day Shipping,44,Credit Card,Annually,New,Back to school,3,2
2237,23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,Venmo,Standard,18,Debit Card,Fortnightly,New,Christmas present,24,5
2238,45,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,Bank Transfer,Next Day Air,31,Venmo,Every 3 Months,Loyal,Back to school,17,5
2239,40,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,Credit Card,Standard,18,Debit Card,Weekly,Loyal,Christmas present,6,6
2240,42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,Bank Transfer,2-Day Shipping,41,Credit Card,Every 3 Months,VIP,Summer preperation,28,6
2241,57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,Credit Card,Next Day Air,18,Debit Card,Every 3 Months,VIP,Back to school,28,3
2242,18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,Bank Transfer,Free Shipping,3,Bank Transfer,Bi-Weekly,VIP,Back to school,10,1
2243,18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,PayPal,Next Day Air,5,Credit Card,Bi-Weekly,VIP,Summer preperation,29,3
2244,56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,Cash,2-Day Shipping,13,Debit Card,Annually,New,Christmas present,8,7
2245,35,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,Credit Card,2-Day Shipping,22,PayPal,Annually,New,Pre-fall shopping,20,5
2246,49,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,Venmo,Free Shipping,45,PayPal,Fortnightly,Loyal,Christmas present,21,4
2247,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,Cash,Store Pickup,39,PayPal,Every 3 Months,New,Summer preperation,3,6
2248,34,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,PayPal,Next Day Air,18,Venmo,Annually,Loyal,Pre-fall shopping,20,6
2249,63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,Cash,Free Shipping,19,PayPal,Fortnightly,VIP,Summer preperation,14,3
2250,42,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,Bank Transfer,Next Day Air,29,Debit Card,Weekly,Loyal,Pre-fall shopping,20,8
2251,41,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,Venmo,Store Pickup,19,Credit Card,Weekly,VIP,Pre-fall shopping,21,8
2252,26,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,PayPal,Free Shipping,22,Debit Card,Monthly,VIP,Pre-fall shopping,29,8
2253,48,Male,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,Venmo,Express,21,Bank Transfer,Annually,New,Summer preperation,12,7
2254,62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,Credit Card,Store Pickup,22,PayPal,Monthly,VIP,Pre-fall shopping,26,4
2255,24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,Venmo,Store Pickup,44,PayPal,Every 3 Months,VIP,Pre-fall shopping,20,2
2256,48,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,Venmo,Store Pickup,42,Bank Transfer,Quarterly,VIP,Summer preperation,16,4
2257,31,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5.0,Debit Card,Standard,33,Credit Card,Quarterly,VIP,Pre-fall shopping,24,2
2258,41,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,PayPal,Standard,6,Bank Transfer,Annually,New,Summer preperation,27,6
2259,24,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,Bank Transfer,Store Pickup,44,Credit Card,Every 3 Months,New,Christmas present,25,3
2260,60,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,Venmo,Free Shipping,24,Cash,Annually,New,Summer preperation,27,1
2261,38,Male,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,Venmo,Express,16,PayPal,Quarterly,Loyal,Pre-fall shopping,22,1
2262,58,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,Cash,Standard,12,Bank Transfer,Fortnightly,New,Christmas present,22,6
2263,53,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,Venmo,2-Day Shipping,50,PayPal,Monthly,Loyal,Back to school,28,6
2264,44,Male,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,PayPal,Store Pickup,42,Cash,Quarterly,Loyal,Pre-fall shopping,16,8
2265,51,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,Bank Transfer,2-Day Shipping,50,PayPal,Monthly,VIP,Christmas present,13,4
2266,36,Male,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,Bank Transfer,Store Pickup,10,PayPal,Quarterly,Loyal,Christmas present,24,3
2267,20,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,Bank Transfer,Store Pickup,32,Debit Card,Weekly,VIP,Summer preperation,22,4
2268,32,Male,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,Venmo,Express,37,Venmo,Weekly,Loyal,Pre-fall shopping,26,9
2269,66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,Credit Card,2-Day Shipping,15,Bank Transfer,Monthly,Loyal,Christmas present,26,6
2270,49,Male,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,4.4,Credit Card,Store Pickup,27,Credit Card,Annually,New,Christmas present,23,4
2271,27,Male,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,Debit Card,Express,7,Venmo,Weekly,New,Pre-fall shopping,14,3
2272,29,Male,Dress,Clothing,99,Alaska,M,Green,Summer,3.4,Cash,Free Shipping,49,PayPal,Quarterly,New,Summer preperation,2,7
2273,29,Male,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4.0,Venmo,Standard,44,PayPal,Monthly,VIP,Back to school,25,5
2274,55,Male,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,Credit Card,Express,13,PayPal,Bi-Weekly,New,Christmas present,15,5
2275,57,Male,Dress,Clothing,27,New York,L,Turquoise,Spring,4.5,Cash,Next Day Air,38,PayPal,Fortnightly,Loyal,Summer preperation,27,4
2276,29,Male,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,PayPal,Standard,10,Debit Card,Weekly,Loyal,Back to school,12,6
2277,31,Male,Jeans,Clothing,82,Wyoming,L,Red,Summer,4.1,Bank Transfer,2-Day Shipping,25,Debit Card,Weekly,VIP,Pre-fall shopping,13,8
2278,25,Male,Hat,Accessories,56,Alabama,M,Beige,Summer,4.6,Bank Transfer,Next Day Air,18,Credit Card,Quarterly,VIP,Summer preperation,19,7
2279,61,Male,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,Cash,Store Pickup,6,Cash,Every 3 Months,New,Summer preperation,26,7
2280,53,Male,Sneakers,Footwear,67,West Virginia,L,Indigo,Spring,2.9,Bank Transfer,Free Shipping,35,Bank Transfer,Quarterly,VIP,Back to school,28,2
2281,22,Male,Shoes,Footwear,21,Kentucky,M,Red,Summer,2.8,Bank Transfer,Standard,31,Credit Card,Fortnightly,Loyal,Back to school,24,5
2282,28,Male,Hoodie,Clothing,27,Kansas,XL,Maroon,Summer,3.0,Bank Transfer,Store Pickup,41,Bank Transfer,Annually,VIP,Back to school,19,5
2283,18,Male,Sneakers,Footwear,97,Idaho,S,Red,Fall,4.2,Debit Card,2-Day Shipping,8,Credit Card,Annually,VIP,Christmas present,16,3
2284,44,Male,Handbag,Accessories,45,Ohio,S,Black,Winter,4.1,Cash,Free Shipping,34,Credit Card,Fortnightly,VIP,Back to school,19,1
2285,32,Male,Blouse,Clothing,63,Iowa,XL,Black,Fall,4.1,Cash,Express,20,Venmo,Annually,New,Back to school,25,1
2286,34,Male,Belt,Accessories,100,Michigan,L,Pink,Summer,4.6,Cash,2-Day Shipping,38,PayPal,Every 3 Months,VIP,Summer preperation,23,6
2287,67,Male,Socks,Clothing,38,South Dakota,L,Blue,Spring,2.5,PayPal,Store Pickup,35,Venmo,Quarterly,New,Pre-fall shopping,21,7
2288,66,Male,Blouse,Clothing,45,Nebraska,L,Green,Summer,3.0,PayPal,Store Pickup,6,Debit Card,Annually,VIP,Christmas present,2,5
2289,28,Male,Jewelry,Accessories,91,California,M,Orange,Fall,3.8,Credit Card,Next Day Air,50,PayPal,Weekly,New,Summer preperation,13,8
2290,70,Male,Shorts,Clothing,82,Nevada,M,Orange,Fall,4.1,PayPal,Free Shipping,47,Venmo,Weekly,New,Summer preperation,26,3
2291,37,Male,Boots,Footwear,48,Kansas,L,Magenta,Winter,3.3,Venmo,Standard,23,PayPal,Quarterly,Loyal,Pre-fall shopping,6,7
2292,28,Male,Coat,Outerwear,30,Ohio,M,Indigo,Spring,5.0,PayPal,2-Day Shipping,13,Credit Card,Quarterly,Loyal,Christmas present,25,1
2293,43,Male,T-shirt,Clothing,34,Vermont,S,Beige,Spring,3.8,Debit Card,Next Day Air,31,Debit Card,Monthly,New,Pre-fall shopping,29,5
2294,37,Male,Sweater,Clothing,68,Georgia,L,Green,Fall,3.3,PayPal,Express,16,Debit Card,Every 3 Months,VIP,Back to school,13,1
2295,54,Male,Sunglasses,Accessories,95,Maryland,M,Red,Winter,5.0,Venmo,Express,40,Debit Card,Annually,VIP,Summer preperation,18,7
2296,50,Male,Hat,Accessories,22,Connecticut,L,Beige,Spring,2.9,Credit Card,2-Day Shipping,45,PayPal,Quarterly,VIP,Christmas present,21,4
2297,46,Male,Gloves,Accessories,88,Washington,M,Green,Fall,2.5,PayPal,Next Day Air,50,Venmo,Every 3 Months,Loyal,Back to school,22,9
2298,60,Male,Socks,Clothing,83,California,M,Orange,Summer,4.7,PayPal,Standard,1,Bank Transfer,Quarterly,VIP,Christmas present,8,3
2299,40,Male,Handbag,Accessories,87,Montana,L,Cyan,Spring,2.9,PayPal,2-Day Shipping,10,Cash,Every 3 Months,New,Summer preperation,17,5
2300,64,Male,Coat,Outerwear,57,Idaho,M,Violet,Summer,3.7,Debit Card,Store Pickup,48,Credit Card,Every 3 Months,VIP,Back to school,14,5
2301,18,Male,Coat,Outerwear,88,Pennsylvania,XL,Lavender,Summer,4.4,Venmo,2-Day Shipping,38,Credit Card,Monthly,VIP,Summer preperation,26,5
2302,37,Male,Pants,Clothing,20,Maine,L,Turquoise,Winter,2.9,Debit Card,Next Day Air,21,Debit Card,Annually,Loyal,Pre-fall shopping,15,9
2303,36,Male,Belt,Accessories,39,Montana,L,Pink,Summer,3.6,Cash,Store Pickup,38,Venmo,Monthly,New,Pre-fall shopping,14,7
2304,51,Male,Sunglasses,Accessories,71,New Jersey,S,Beige,Spring,4.8,Bank Transfer,2-Day Shipping,31,Credit Card,Fortnightly,VIP,Back to school,25,5
2305,26,Male,Hoodie,Clothing,73,Louisiana,L,Silver,Winter,4.7,Bank Transfer,Free Shipping,9,Debit Card,Fortnightly,Loyal,Back to school,17,2
2306,68,Male,Handbag,Accessories,63,Maine,M,Gold,Summer,2.6,Cash,Free Shipping,47,Cash,Weekly,New,Christmas present,2,2
2307,27,Male,Gloves,Accessories,78,Florida,L,Silver,Winter,3.4,Cash,Standard,8,Cash,Bi-Weekly,Loyal,Back to school,21,7
2308,28,Male,Skirt,Clothing,96,Missouri,L,Green,Fall,3.5,Bank Transfer,Next Day Air,30,Debit Card,Annually,VIP,Back to school,16,8
2309,49,Male,Sunglasses,Accessories,81,North Dakota,M,Teal,Winter,3.4,Bank Transfer,2-Day Shipping,22,Bank Transfer,Quarterly,VIP,Summer preperation,6,7
2310,70,Male,Dress,Clothing,95,Connecticut,S,Gold,Fall,5.0,Cash,2-Day Shipping,3,Bank Transfer,Quarterly,Loyal,Back to school,14,6
2311,30,Male,Gloves,Accessories,68,Virginia,M,Cyan,Spring,4.6,Credit Card,Standard,15,PayPal,Monthly,Loyal,Back to school,6,9
2312,27,Male,Sneakers,Footwear,28,Montana,L,Gold,Spring,4.8,PayPal,2-Day Shipping,10,Bank Transfer,Every 3 Months,New,Summer preperation,26,7
2313,19,Male,T-shirt,Clothing,30,Vermont,L,Violet,Summer,3.7,PayPal,Free Shipping,19,Cash,Every 3 Months,VIP,Pre-fall shopping,3,3
2314,64,Male,Dress,Clothing,31,Georgia,M,Black,Summer,4.7,Venmo,Next Day Air,36,Bank Transfer,Fortnightly,Loyal,Christmas present,23,7
2315,42,Male,Handbag,Accessories,95,Virginia,XL,Brown,Winter,4.4,Venmo,Express,12,Bank Transfer,Every 3 Months,Loyal,Summer preperation,25,2
2316,69,Male,Socks,Clothing,79,Vermont,M,Indigo,Winter,3.5,Cash,2-Day Shipping,49,Debit Card,Quarterly,New,Summer preperation,9,1
2317,28,Male,Sneakers,Footwear,39,Montana,L,Yellow,Winter,3.8,Credit Card,Standard,7,Debit Card,Annually,Loyal,Pre-fall shopping,18,7
2318,47,Male,Jacket,Outerwear,34,New Jersey,M,Purple,Summer,4.7,Debit Card,Next Day Air,28,Bank Transfer,Monthly,VIP,Back to school,26,2
2319,69,Male,Hoodie,Clothing,28,Wyoming,L,White,Spring,3.1,PayPal,Store Pickup,30,Credit Card,Annually,New,Summer preperation,7,4
2320,56,Male,Sandals,Footwear,38,Maine,XL,Turquoise,Winter,5.0,Debit Card,Free Shipping,29,PayPal,Monthly,New,Back to school,4,2
2321,28,Male,Shoes,Footwear,55,New Mexico,M,Olive,Spring,3.7,Credit Card,Free Shipping,9,Debit Card,Every 3 Months,VIP,Back to school,17,9
2322,50,Male,Sandals,Footwear,31,Colorado,M,Beige,Winter,3.0,PayPal,Next Day Air,27,Debit Card,Fortnightly,New,Back to school,28,6
2323,39,Male,Coat,Outerwear,84,Connecticut,S,Lavender,Spring,4.5,Cash,Store Pickup,21,Venmo,Fortnightly,VIP,Summer preperation,21,4
2324,35,Male,Gloves,Accessories,93,Maryland,L,White,Winter,4.7,Bank Transfer,Express,36,Credit Card,Monthly,VIP,Christmas present,9,8
2325,59,Male,Coat,Outerwear,28,Oregon,L,Brown,Winter,3.5,Debit Card,Free Shipping,19,Debit Card,Annually,VIP,Summer preperation,21,6
2326,44,Male,Boots,Footwear,55,New York,M,Charcoal,Summer,4.4,Debit Card,2-Day Shipping,47,Cash,Weekly,Loyal,Summer preperation,9,4
2327,66,Male,Skirt,Clothing,63,Oklahoma,L,Maroon,Winter,2.6,Cash,Standard,38,Bank Transfer,Annually,VIP,Pre-fall shopping,29,8
2328,20,Male,Skirt,Clothing,94,Alabama,M,Red,Winter,4.2,Credit Card,2-Day Shipping,22,Venmo,Bi-Weekly,VIP,Christmas present,28,9
2329,45,Male,Pants,Clothing,36,North Dakota,M,Maroon,Fall,2.6,Credit Card,Express,29,Venmo,Bi-Weekly,New,Pre-fall shopping,19,3
2330,49,Male,Hat,Accessories,97,Nebraska,S,Teal,Spring,4.8,Venmo,Free Shipping,42,Bank Transfer,Annually,Loyal,Summer preperation,8,5
2331,60,Male,Backpack,Accessories,63,Arizona,L,Orange,Summer,2.9,Venmo,Store Pickup,47,PayPal,Every 3 Months,VIP,Summer preperation,2,8
2332,61,Male,Scarf,Accessories,77,Illinois,S,Olive,Spring,4.3,Credit Card,2-Day Shipping,10,Credit Card,Bi-Weekly,New,Pre-fall shopping,27,9
2333,36,Male,Scarf,Accessories,53,South Carolina,XL,Olive,Fall,2.6,Credit Card,Store Pickup,10,Venmo,Monthly,Loyal,Christmas present,24,1
2334,33,Male,Shirt,Clothing,77,Kansas,M,Beige,Spring,3.8,Cash,Next Day Air,1,PayPal,Every 3 Months,New,Pre-fall shopping,7,3
2335,49,Male,Boots,Footwear,79,Kansas,L,Green,Summer,4.2,Credit Card,Standard,7,Credit Card,Monthly,Loyal,Christmas present,3,4
2336,31,Male,Coat,Outerwear,37,Idaho,M,Black,Summer,3.9,Venmo,Store Pickup,10,Venmo,Fortnightly,VIP,Summer preperation,22,7
2337,19,Male,Belt,Accessories,94,California,M,Green,Winter,3.1,Cash,Free Shipping,11,Credit Card,Weekly,Loyal,Back to school,14,6
2338,39,Male,Boots,Footwear,76,North Dakota,S,Violet,Fall,3.6,PayPal,Store Pickup,5,Cash,Annually,VIP,Christmas present,6,5
2339,66,Male,Sneakers,Footwear,68,Georgia,S,Silver,Fall,4.0,PayPal,Express,21,PayPal,Quarterly,VIP,Pre-fall shopping,9,4
2340,25,Male,Shirt,Clothing,65,Illinois,L,Maroon,Spring,3.4,Cash,Next Day Air,24,Bank Transfer,Quarterly,Loyal,Pre-fall shopping,30,6
2341,63,Male,Blouse,Clothing,24,Delaware,M,Cyan,Summer,2.6,Venmo,Standard,37,Credit Card,Fortnightly,New,Pre-fall shopping,12,4
2342,56,Male,Jacket,Outerwear,31,Connecticut,L,Teal,Summer,4.5,Cash,Express,22,Venmo,Every 3 Months,New,Christmas present,4,7
2343,20,Male,Skirt,Clothing,89,Tennessee,M,Olive,Fall,4.9,Credit Card,Standard,16,Debit Card,Fortnightly,VIP,Christmas present,16,1
2344,58,Male,Socks,Clothing,49,Maryland,M,Red,Summer,4.4,Venmo,2-Day Shipping,44,PayPal,Monthly,VIP,Back to school,24,2
2345,34,Male,Sandals,Footwear,92,Rhode Island,XL,Lavender,Fall,3.5,Credit Card,Express,14,Venmo,Bi-Weekly,Loyal,Pre-fall shopping,11,1
2346,28,Male,T-shirt,Clothing,32,New York,S,Orange,Winter,3.3,Bank Transfer,Express,23,Bank Transfer,Every 3 Months,New,Summer preperation,17,9
2347,22,Male,Jacket,Outerwear,67,New Mexico,L,Brown,Winter,3.1,Bank Transfer,Standard,46,Debit Card,Fortnightly,VIP,Pre-fall shopping,5,9
2348,37,Male,Belt,Accessories,64,California,S,Gray,Fall,4.2,Credit Card,Express,46,Cash,Every 3 Months,New,Summer preperation,12,2
2349,54,Male,Shoes,Footwear,84,Maine,M,Orange,Spring,4.9,PayPal,Next Day Air,16,PayPal,Every 3 Months,VIP,Pre-fall shopping,24,5
2350,65,Male,Blouse,Clothing,34,New York,M,Orange,Fall,3.9,Venmo,Standard,40,Credit Card,Every 3 Months,VIP,Pre-fall shopping,11,5
2351,57,Male,Shoes,Footwear,26,Hawaii,M,Turquoise,Winter,4.2,Bank Transfer,Free Shipping,21,Cash,Annually,New,Christmas present,18,8
2352,38,Male,Sweater,Clothing,50,New Hampshire,S,Cyan,Fall,4.9,Credit Card,Store Pickup,25,PayPal,Bi-Weekly,New,Pre-fall shopping,4,6
2353,70,Male,Boots,Footwear,46,Nebraska,M,Yellow,Fall,2.8,Credit Card,Store Pickup,25,Bank Transfer,Quarterly,VIP,Back to school,24,8
2354,56,Male,Handbag,Accessories,71,Montana,M,White,Fall,4.1,Credit Card,Standard,25,Debit Card,Every 3 Months,VIP,Pre-fall shopping,14,6
2355,56,Male,Blouse,Clothing,78,Wisconsin,M,Blue,Summer,4.8,Cash,Next Day Air,27,Venmo,Monthly,VIP,Christmas present,23,4
